Attribute,Description,Valid Values,DependsOn,Required,Properties,Parent,DependsOn Component,Source,Validation Rules,Nonpreferred Terms,Ontology Identifier,Ontology Url,NCIt Code,Notes
"Scrotum, NOS",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Short bones of lower limb and associated joints,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Short bones of upper limb and associated joints,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Sigmoid colon,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Skin of lip, NOS",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Skin of lower limb and hip,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Skin of other and unspecified parts of face,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Skin of scalp and neck,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Skin of trunk,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Skin of upper limb and shoulder,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Skin, NOS",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Small intestine, NOS",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Soft palate, NOS",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Specified parts of peritoneum,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Spermatic cord,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Sphenoid sinus,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Spinal cord,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Spinal meninges,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Spleen,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Splenic flexure of colon,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Stomach, NOS",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Subglottis,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Sublingual gland,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Submandibular gland,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Superior wall of nasopharynx,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Supraglottis,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Tail of pancreas,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Temporal lobe,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Testis, NOS",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Thoracic esophagus,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Thorax, NOS",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Thymus,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Thyroid gland,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Tongue, NOS",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Tonsil, NOS",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Tonsillar fossa,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Tonsillar pillar,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Trachea,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Transverse colon,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Trigone of bladder,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Undescended testis,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Unknown primary site,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Upper gum,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Upper limb, NOS",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Upper lobe, lung",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Upper respiratory tract, NOS",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Upper third of esophagus,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Upper-inner quadrant of breast,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Upper-outer quadrant of breast,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Urachus,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Ureter,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Ureteric orifice,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Urethra,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Urinary system, NOS",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Uterine adnexa,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Uterus, NOS",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Uvula,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Vagina, NOS",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Vallecula,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Ventral surface of tongue, NOS",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Ventricle, NOS",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Vertebral column,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Vestibule of mouth,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Vulva, NOS",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Waldeyer ring,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
"Biliary tract, NOS",,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Cheek mucosa,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Clitoris,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Overlapping lesion of biliary tract,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Unknown,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
Not Reported,,,,FALSE,,Site of Resection or Biopsy,,CDS Imaging V1.0,,,,,,
